"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","order","seasonal_order","mape","data"
"2025-02-04 02:09:07","4.4s","19608927249b4ab7a2ba94bf85adee1d","skillful-crow-448","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.23416514741053474","359"
"2025-02-04 02:09:03","4.6s","81ca9d7ff8cf4c0c93392db52878a132","honorable-goat-86","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.1753557310584403","358"
"2025-02-04 02:08:59","4.0s","e0173f46def94394a311f4fc5338000c","able-mule-607","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2611973395898221","357"
"2025-02-04 02:08:54","4.6s","fec6e12f6b2c45f98d60abb67c3b7105","debonair-ape-482","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.28354813949069085","356"
"2025-02-04 02:08:50","4.4s","e6df2899e8b4436b96da7a3376dbb946","unleashed-lamb-492","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.1923627130127601","355"
"2025-02-04 02:08:45","4.1s","cf91a6eec9e44353a364b0685888932c","capricious-crab-285","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.15299098524366692","354"
"2025-02-04 02:08:41","4.3s","f420c2adea9a4fbe82232bdedb4bf3c2","selective-stag-621","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.3060217485142954","353"
"2025-02-04 02:08:37","4.7s","a218b05269e94faf80e044f36a31678e","polite-finch-513","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.29767032313560243","352"
"2025-02-04 02:08:33","4.0s","3c81466796234b6ba0476784ebc872c3","capricious-tern-598","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.23515957255794434","351"
"2025-02-04 02:08:28","4.4s","35d8d91a4d574b86994f07dc6d90ea12","angry-dog-218","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.27459590776302073","350"
"2025-02-04 02:08:24","4.3s","6bff682f023a44ba99de2f16ff031140","rogue-skunk-736","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2713372236713705","349"
"2025-02-04 02:08:19","4.3s","ecc1971f5c9147c7a7017ca3c8fb6625","popular-crow-210","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2150735461044466","348"
"2025-02-04 02:08:15","4.3s","9c087449ef12476f9c7c3ded8e1ff2d6","glamorous-deer-928","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.22937288283031268","347"
"2025-02-04 02:08:11","4.3s","3d46f0262828474b8371a72e8e854bd4","rumbling-lark-658","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.20207538303654463","346"
"2025-02-04 02:08:06","4.5s","96eb196d6c63477cbbcc714a97c2f716","skillful-wren-448","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2551522939204288","345"
"2025-02-04 02:08:02","4.6s","3a6abdb4d373475391f1c76f770b7048","big-rook-802","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.16633772354145984","344"
"2025-02-04 02:07:57","4.5s","5f30075d97d74abba07fb7888b017c7e","grandiose-lamb-752","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2484821687961459","343"
"2025-02-04 02:07:53","4.5s","1949aa6859934c6ba697a86e7c40a328","resilient-rook-232","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.19464793981682063","342"
"2025-02-04 02:07:49","4.2s","de3e7105541e40af8bea612a446221e4","suave-moose-777","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.16269724716391287","341"
"2025-02-04 02:07:44","4.4s","078ab4c92d4840ac9ec294c57ddf85be","adventurous-moth-45","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.21778034739463953","340"
"2025-02-04 02:07:40","4.3s","204a2ff230264c389afa841b887ca462","bemused-midge-749","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2680345663582235","339"
"2025-02-04 02:07:35","4.4s","dc4b274ead9d470cac0e7d14d9c38163","brawny-swan-402","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.31598766688118357","338"
"2025-02-04 02:07:31","4.3s","1a2c8dc653bb4ccabb46d552f315c425","clean-fox-185","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2069945031112696","337"
"2025-02-04 02:07:27","4.3s","99397628f2224d23ad90665cc8fc8d3d","powerful-snipe-479","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.28454201827749337","336"
"2025-02-04 02:07:22","4.6s","c5e52eeca0db420daf97c3f3bd6831f7","zealous-sponge-228","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2837400601942355","335"
"2025-02-04 02:07:18","4.3s","7d6ed601520d47c3847c967d48fc77d9","fearless-snake-46","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2184452953812139","334"
"2025-02-04 02:07:14","4.0s","2b73bc16a13b4e39b653147fb9645680","invincible-moose-366","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.22162270415989124","333"
"2025-02-04 02:07:10","4.3s","8f24997372f349ee8be8213ac469c127","handsome-rook-400","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2980693274829914","332"
"2025-02-04 02:07:05","4.3s","ff0af95dade04268afd41b8f3439d961","classy-asp-360","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.18831387672244154","331"
"2025-02-04 02:07:00","5.2s","2bd9bf42a83f40719fa2901afb8cc4f3","wise-gnu-199","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.28194425966765724","330"
"2025-02-04 02:06:55","5.2s","8ffd1cf134f74113a65df8e1189dcf30","stylish-shrew-599","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.24139399479733933","329"
"2025-02-04 02:06:50","5.0s","d3337a8db2164d638aa49f6659c94e76","shivering-worm-685","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.40949949193616064","328"
"2025-02-04 02:06:45","5.0s","7a1013c2f67e436688aa5525471788b7","angry-moth-957","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.20731187710282656","327"
"2025-02-04 02:06:40","5.0s","c68b1283b7be4567a91344fa682106d8","honorable-mink-620","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2863129644642418","326"
"2025-02-04 02:06:34","5.8s","3fe58db55fe146968d6683e88cdd9ccd","nimble-ox-808","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.1999648492644662","325"
"2025-02-04 02:06:30","4.4s","775c25988ca942978686145eff017f80","dazzling-dog-418","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.33420789039264825","324"
"2025-02-04 02:06:25","4.9s","6b87b6d969694a02b387386a8e786423","chill-carp-840","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.17544152397638896","323"
"2025-02-04 02:06:20","4.9s","8bbc880a823a4fdc88a025dad5cb8a8e","gaudy-koi-85","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.25399940282056127","322"
"2025-02-04 02:06:16","4.5s","942c9dabcffb4c5c8ac912437520aeae","clean-koi-350","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.2481518497915338","321"
"2025-02-04 02:06:11","4.7s","bf0dc1fff15e4171bdda7387862735f1","treasured-duck-184","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.3150370708216197","320"
"2025-02-04 02:06:06","5.0s","61dedb49083241239f5f833e8336aa0b","wise-shad-882","LOCAL","c:\Users\thumm\AppData\Local\Programs\Python\Python313\Lib\site-packages\ipykernel_launcher.py","thumm","FINISHED","(1, 1, 1)","(1, 0, 1, 7)","0.27569414169572404","319"
